Short_Name,Full_Name
B01001Fe22,SEX BY AGE (SOME OTHER RACE ALONE): Female: 18 and 19 years: People who are Some Other Race alone -- (Estimate)
B01001Fe23,SEX BY AGE (SOME OTHER RACE ALONE): Female: 20 to 24 years: People who are Some Other Race alone -- (Estimate)
B01001Fe24,SEX BY AGE (SOME OTHER RACE ALONE): Female: 25 to 29 years: People who are Some Other Race alone -- (Estimate)
B01001Fe25,SEX BY AGE (SOME OTHER RACE ALONE): Female: 30 to 34 years: People who are Some Other Race alone -- (Estimate)
B01001Fe26,SEX BY AGE (SOME OTHER RACE ALONE): Female: 35 to 44 years: People who are Some Other Race alone -- (Estimate)
B01001Fe27,SEX BY AGE (SOME OTHER RACE ALONE): Female: 45 to 54 years: People who are Some Other Race alone -- (Estimate)
B01001Fe28,SEX BY AGE (SOME OTHER RACE ALONE): Female: 55 to 64 years: People who are Some Other Race alone -- (Estimate)
B01001Fe29,SEX BY AGE (SOME OTHER RACE ALONE): Female: 65 to 74 years: People who are Some Other Race alone -- (Estimate)
B01001Fe30,SEX BY AGE (SOME OTHER RACE ALONE): Female: 75 to 84 years: People who are Some Other Race alone -- (Estimate)
B01001Fe31,SEX BY AGE (SOME OTHER RACE ALONE): Female: 85 years and over: People who are Some Other Race alone -- (Estimate)
B01001Ge1,SEX BY AGE (TWO OR MORE RACES): Total: People who are Two or More Races -- (Estimate)
B01001Ge2,SEX BY AGE (TWO OR MORE RACES): Male: People who are Two or More Races -- (Estimate)
B01001Ge3,SEX BY AGE (TWO OR MORE RACES): Male: Under 5 years: People who are Two or More Races -- (Estimate)
B01001Ge4,SEX BY AGE (TWO OR MORE RACES): Male: 5 to 9 years: People who are Two or More Races -- (Estimate)
B01001Ge5,SEX BY AGE (TWO OR MORE RACES): Male: 10 to 14 years: People who are Two or More Races -- (Estimate)
B01001Ge6,SEX BY AGE (TWO OR MORE RACES): Male: 15 to 17 years: People who are Two or More Races -- (Estimate)
B01001Ge7,SEX BY AGE (TWO OR MORE RACES): Male: 18 and 19 years: People who are Two or More Races -- (Estimate)
B01001Ge8,SEX BY AGE (TWO OR MORE RACES): Male: 20 to 24 years: People who are Two or More Races -- (Estimate)
B01001Ge9,SEX BY AGE (TWO OR MORE RACES): Male: 25 to 29 years: People who are Two or More Races -- (Estimate)
B01001Ge10,SEX BY AGE (TWO OR MORE RACES): Male: 30 to 34 years: People who are Two or More Races -- (Estimate)
B01001Ge11,SEX BY AGE (TWO OR MORE RACES): Male: 35 to 44 years: People who are Two or More Races -- (Estimate)
B01001Ge12,SEX BY AGE (TWO OR MORE RACES): Male: 45 to 54 years: People who are Two or More Races -- (Estimate)
B01001Ge13,SEX BY AGE (TWO OR MORE RACES): Male: 55 to 64 years: People who are Two or More Races -- (Estimate)
B01001Ge14,SEX BY AGE (TWO OR MORE RACES): Male: 65 to 74 years: People who are Two or More Races -- (Estimate)
B01001Ge15,SEX BY AGE (TWO OR MORE RACES): Male: 75 to 84 years: People who are Two or More Races -- (Estimate)
B01001Ge16,SEX BY AGE (TWO OR MORE RACES): Male: 85 years and over: People who are Two or More Races -- (Estimate)
B01001Ge17,SEX BY AGE (TWO OR MORE RACES): Female: People who are Two or More Races -- (Estimate)
B01001Ge18,SEX BY AGE (TWO OR MORE RACES): Female: Under 5 years: People who are Two or More Races -- (Estimate)
B01001Ge19,SEX BY AGE (TWO OR MORE RACES): Female: 5 to 9 years: People who are Two or More Races -- (Estimate)
B01001Ge20,SEX BY AGE (TWO OR MORE RACES): Female: 10 to 14 years: People who are Two or More Races -- (Estimate)
B01001Ge21,SEX BY AGE (TWO OR MORE RACES): Female: 15 to 17 years: People who are Two or More Races -- (Estimate)
B01001Ge22,SEX BY AGE (TWO OR MORE RACES): Female: 18 and 19 years: People who are Two or More Races -- (Estimate)
B01001Ge23,SEX BY AGE (TWO OR MORE RACES): Female: 20 to 24 years: People who are Two or More Races -- (Estimate)
B01001Ge24,SEX BY AGE (TWO OR MORE RACES): Female: 25 to 29 years: People who are Two or More Races -- (Estimate)
B01001Ge25,SEX BY AGE (TWO OR MORE RACES): Female: 30 to 34 years: People who are Two or More Races -- (Estimate)
B01001Ge26,SEX BY AGE (TWO OR MORE RACES): Female: 35 to 44 years: People who are Two or More Races -- (Estimate)
B01001Ge27,SEX BY AGE (TWO OR MORE RACES): Female: 45 to 54 years: People who are Two or More Races -- (Estimate)
B01001Ge28,SEX BY AGE (TWO OR MORE RACES): Female: 55 to 64 years: People who are Two or More Races -- (Estimate)
B01001Ge29,SEX BY AGE (TWO OR MORE RACES): Female: 65 to 74 years: People who are Two or More Races -- (Estimate)
B01001Ge30,SEX BY AGE (TWO OR MORE RACES): Female: 75 to 84 years: People who are Two or More Races -- (Estimate)
B01001Ge31,SEX BY AGE (TWO OR MORE RACES): Female: 85 years and over: People who are Two or More Races -- (Estimate)
B01001He1,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Total: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He2,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He3,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Under 5 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He4,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 5 to 9 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He5,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 10 to 14 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He6,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 15 to 17 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He7,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 18 and 19 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He8,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 20 to 24 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He9,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 25 to 29 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He10,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 30 to 34 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He11,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 35 to 44 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He12,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 45 to 54 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He13,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 55 to 64 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He14,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 65 to 74 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He15,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 75 to 84 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He16,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Male: 85 years and over: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He17,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He18,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Under 5 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He19,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 5 to 9 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He20,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 10 to 14 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He21,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 15 to 17 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He22,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 18 and 19 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He23,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 20 to 24 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He24,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 25 to 29 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He25,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 30 to 34 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He26,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 35 to 44 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He27,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 45 to 54 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He28,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 55 to 64 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He29,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 65 to 74 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He30,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 75 to 84 years: White alone, not Hispanic or Latino population -- (Estimate)"
B01001He31,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO): Female: 85 years and over: White alone, not Hispanic or Latino population -- (Estimate)"
B01001Ie1,SEX BY AGE (HISPANIC OR LATINO): Total: Hispanic or Latino population -- (Estimate)
B01001Ie2,SEX BY AGE (HISPANIC OR LATINO): Male: Hispanic or Latino population -- (Estimate)
B01001Ie3,SEX BY AGE (HISPANIC OR LATINO): Male: Under 5 years: Hispanic or Latino population -- (Estimate)
B01001Ie4,SEX BY AGE (HISPANIC OR LATINO): Male: 5 to 9 years: Hispanic or Latino population -- (Estimate)
B01001Ie5,SEX BY AGE (HISPANIC OR LATINO): Male: 10 to 14 years: Hispanic or Latino population -- (Estimate)
B01001Ie6,SEX BY AGE (HISPANIC OR LATINO): Male: 15 to 17 years: Hispanic or Latino population -- (Estimate)
B01001Ie7,SEX BY AGE (HISPANIC OR LATINO): Male: 18 and 19 years: Hispanic or Latino population -- (Estimate)
B01001Ie8,SEX BY AGE (HISPANIC OR LATINO): Male: 20 to 24 years: Hispanic or Latino population -- (Estimate)
B01001Ie9,SEX BY AGE (HISPANIC OR LATINO): Male: 25 to 29 years: Hispanic or Latino population -- (Estimate)
B01001Ie10,SEX BY AGE (HISPANIC OR LATINO): Male: 30 to 34 years: Hispanic or Latino population -- (Estimate)
B01001Ie11,SEX BY AGE (HISPANIC OR LATINO): Male: 35 to 44 years: Hispanic or Latino population -- (Estimate)
B01001Ie12,SEX BY AGE (HISPANIC OR LATINO): Male: 45 to 54 years: Hispanic or Latino population -- (Estimate)
B01001Ie13,SEX BY AGE (HISPANIC OR LATINO): Male: 55 to 64 years: Hispanic or Latino population -- (Estimate)
B01001Ie14,SEX BY AGE (HISPANIC OR LATINO): Male: 65 to 74 years: Hispanic or Latino population -- (Estimate)
B01001Ie15,SEX BY AGE (HISPANIC OR LATINO): Male: 75 to 84 years: Hispanic or Latino population -- (Estimate)
B01001Ie16,SEX BY AGE (HISPANIC OR LATINO): Male: 85 years and over: Hispanic or Latino population -- (Estimate)
B01001Ie17,SEX BY AGE (HISPANIC OR LATINO): Female: Hispanic or Latino population -- (Estimate)
B01001Ie18,SEX BY AGE (HISPANIC OR LATINO): Female: Under 5 years: Hispanic or Latino population -- (Estimate)
B01001Ie19,SEX BY AGE (HISPANIC OR LATINO): Female: 5 to 9 years: Hispanic or Latino population -- (Estimate)
B01001Ie20,SEX BY AGE (HISPANIC OR LATINO): Female: 10 to 14 years: Hispanic or Latino population -- (Estimate)
B01001Ie21,SEX BY AGE (HISPANIC OR LATINO): Female: 15 to 17 years: Hispanic or Latino population -- (Estimate)
B01001Ie22,SEX BY AGE (HISPANIC OR LATINO): Female: 18 and 19 years: Hispanic or Latino population -- (Estimate)
B01001Ie23,SEX BY AGE (HISPANIC OR LATINO): Female: 20 to 24 years: Hispanic or Latino population -- (Estimate)
B01001Ie24,SEX BY AGE (HISPANIC OR LATINO): Female: 25 to 29 years: Hispanic or Latino population -- (Estimate)
B01001Ie25,SEX BY AGE (HISPANIC OR LATINO): Female: 30 to 34 years: Hispanic or Latino population -- (Estimate)
B01001Ie26,SEX BY AGE (HISPANIC OR LATINO): Female: 35 to 44 years: Hispanic or Latino population -- (Estimate)
B01001Ie27,SEX BY AGE (HISPANIC OR LATINO): Female: 45 to 54 years: Hispanic or Latino population -- (Estimate)
B01001Ie28,SEX BY AGE (HISPANIC OR LATINO): Female: 55 to 64 years: Hispanic or Latino population -- (Estimate)
B01001Ie29,SEX BY AGE (HISPANIC OR LATINO): Female: 65 to 74 years: Hispanic or Latino population -- (Estimate)
B01001Ie30,SEX BY AGE (HISPANIC OR LATINO): Female: 75 to 84 years: Hispanic or Latino population -- (Estimate)
B01001Ie31,SEX BY AGE (HISPANIC OR LATINO): Female: 85 years and over: Hispanic or Latino population -- (Estimate)
B01002e1,MEDIAN AGE BY SEX: Total: Total population -- (Estimate)
B01002e2,MEDIAN AGE BY SEX: Total: Male: Total population -- (Estimate)
B01002e3,MEDIAN AGE BY SEX: Total: Female: Total population -- (Estimate)
B01002Ae1,MEDIAN AGE BY SEX (WHITE ALONE): Total: People who are White alone -- (Estimate)
B01002Ae2,MEDIAN AGE BY SEX (WHITE ALONE): Total: Male: People who are White alone -- (Estimate)
B01002Ae3,MEDIAN AGE BY SEX (WHITE ALONE): Total: Female: People who are White alone -- (Estimate)
B01002Be1,MEDIAN AGE BY SEX (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone -- (Estimate)
B01002Be2,MEDIAN AGE BY SEX (BLACK OR AFRICAN AMERICAN ALONE): Total: Male: Black or African American alone -- (Estimate)
B01002Be3,MEDIAN AGE BY SEX (BLACK OR AFRICAN AMERICAN ALONE): Total: Female: Black or African American alone -- (Estimate)
B01002Ce1,MEDIAN AGE BY SEX (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Total: People who are American Indian and Alaska Native alone -- (Estimate)
B01002Ce2,MEDIAN AGE BY SEX (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Total: Male: People who are American Indian and Alaska Native alone -- (Estimate)
B01002Ce3,MEDIAN AGE BY SEX (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Total: Female: People who are American Indian and Alaska Native alone -- (Estimate)
B01002De1,MEDIAN AGE BY SEX (ASIAN ALONE): Total: People who are Asian alone -- (Estimate)
B01002De2,MEDIAN AGE BY SEX (ASIAN ALONE): Total: Male: People who are Asian alone -- (Estimate)
B01002De3,MEDIAN AGE BY SEX (ASIAN ALONE): Total: Female: People who are Asian alone -- (Estimate)
B01002Ee1,MEDIAN AGE BY SEX (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Total: People who are Native Hawaiian and Other Pacific Islander alone -- (Estimate)
B01002Ee2,MEDIAN AGE BY SEX (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Total: Male: People who are Native Hawaiian and Other Pacific Islander alone -- (Estimate)
B01002Ee3,MEDIAN AGE BY SEX (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Total: Female: People who are Native Hawaiian and Other Pacific Islander alone -- (Estimate)
B01002Fe1,MEDIAN AGE BY SEX (SOME OTHER RACE ALONE): Total: People who are Some Other Race alone -- (Estimate)
B01002Fe2,MEDIAN AGE BY SEX (SOME OTHER RACE ALONE): Total: Male: People who are Some Other Race alone -- (Estimate)
B01002Fe3,MEDIAN AGE BY SEX (SOME OTHER RACE ALONE): Total: Female: People who are Some Other Race alone -- (Estimate)
B01002Ge1,MEDIAN AGE BY SEX (TWO OR MORE RACES): Total: People who are Two or More Races -- (Estimate)
B01002Ge2,MEDIAN AGE BY SEX (TWO OR MORE RACES): Total: Male: People who are Two or More Races -- (Estimate)
B01002Ge3,MEDIAN AGE BY SEX (TWO OR MORE RACES): Total: Female: People who are Two or More Races -- (Estimate)
B01002He1,"MEDIAN AGE BY SEX (WHITE ALONE, NOT HISPANIC OR LATINO): Total: White alone, not Hispanic or Latino population -- (Estimate)"
B01002He2,"MEDIAN AGE BY SEX (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Male: White alone, not Hispanic or Latino population -- (Estimate)"
B01002He3,"MEDIAN AGE BY SEX (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Female: White alone, not Hispanic or Latino population -- (Estimate)"
B01002Ie1,MEDIAN AGE BY SEX (HISPANIC OR LATINO): Total: Hispanic or Latino population -- (Estimate)
B01002Ie2,MEDIAN AGE BY SEX (HISPANIC OR LATINO): Total: Male: Hispanic or Latino population -- (Estimate)
B01002Ie3,MEDIAN AGE BY SEX (HISPANIC OR LATINO): Total: Female: Hispanic or Latino population -- (Estimate)
B01003e1,TOTAL POPULATION: Total: Total population -- (Estimate)
B02001e1,RACE: Total: Total population -- (Estimate)
B02001e2,RACE: Total: White alone: Total population -- (Estimate)
B02001e3,RACE: Total: Black or African American alone: Total population -- (Estimate)
B02001e4,RACE: Total: American Indian and Alaska Native alone: Total population -- (Estimate)
B02001e5,RACE: Total: Asian alone: Total population -- (Estimate)
B02001e6,RACE: Total: Native Hawaiian and Other Pacific Islander alone: Total population -- (Estimate)
B02001e7,RACE: Total: Some other race alone: Total population -- (Estimate)
B02001e8,RACE: Two or more races: Total population -- (Estimate)
B02001e9,RACE: Two or more races: Two races including Some other race: Total population -- (Estimate)
B02001e10,"RACE: Two or more races: Two races excluding Some other race, and three or more races: Total population -- (Estimate)"
B02008e1,WHITE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES: Total: White alone or in combination with one or more other races -- (Estimate)
B02009e1,BLACK OR AFRICAN AMERICAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES: Total: Black or African American alone or in combination with one or more other races -- (Estimate)
B02010e1,AMERICAN INDIAN AND ALASKA NATIVE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES: Total: People who are American Indian or Alaska Native alone or in combination with one or more other races -- (Estimate)
B02011e1,ASIAN ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES: Total: Asian alone or in combination with one or more other races -- (Estimate)
B02012e1,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES: Total: Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races -- (Estimate)
B02013e1,SOME OTHER RACE ALONE OR IN COMBINATION WITH ONE OR MORE OTHER RACES: Total: Some other race alone or in combination with one or more other races -- (Estimate)
B02014e1,AMERICAN INDIAN AND ALASKA NATIVE ALONE FOR SELECTED TRIBAL GROUPINGS: Total: People who are American Indian and Alaska Native alone and people with no tribe reported -- (Estimate)
B02014e2,"AMERICAN INDIAN AND ALASKA NATIVE ALONE FOR SELECTED TRIBAL GROUPINGS: American Indian tribes, specified: People who are American Indian and Alaska Native alone and people with no tribe reported -- (Estimate)"
B02014e3,"AMERICAN INDIAN AND ALASKA NATIVE ALONE FOR SELECTED TRIBAL GROUPINGS: American Indian tribes, specified: Apache: People who are American Indian and Alaska Native alone and people with no tribe reported -- (Estimate)"
